,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Latitude,Longitude
51988,ELEC,Meals On Wheels People,7710 Southwest 31st Avenue,Portland,OR,97219,45.4686411,-122.7086377
51989,ELEC,WHITE MEMORIAL WWMC 1,1702 East Cesar E Chavez Avenue,Los Angeles,CA,90033,34.050792,-118.217257
51990,ELEC,WHITE MEMORIAL WWMC 4,1702 East Cesar E Chavez Avenue,Los Angeles,CA,90033,34.050721,-118.217397
51991,ELEC,WHITE MEMORIAL WWMC 2,1702 East Cesar E Chavez Avenue,Los Angeles,CA,90033,34.050739,-118.217482
51993,ELEC,META MPK63-07,155 Constitution Dr,Menlo Park,CA,94025,37.484786,-122.175267
51994,ELEC,META MPK63-09,155 Constitution Dr,Menlo Park,CA,94025,37.484762,-122.17515
51995,ELEC,META MPK63-08,155 Constitution Dr,Menlo Park,CA,94025,37.484775,-122.175205
51996,ELEC,META MPK63-10,155 Constitution Dr,Menlo Park,CA,94025,37.484742,-122.175056
51997,ELEC,META MPK63-11,155 Constitution Dr,Menlo Park,CA,94025,37.48473,-122.175001
51998,ELEC,META MPK63-05,155 Constitution Dr,Menlo Park,CA,94025,37.484633,-122.17531
51999,ELEC,META MPK63-06,155 Constitution Dr,Menlo Park,CA,94025,37.48465,-122.175374
52000,ELEC,META MPK63-02,155 Constitution Dr,Menlo Park,CA,94025,37.484599,-122.175143
52001,ELEC,META MPK63-03,155 Constitution Dr,Menlo Park,CA,94025,37.48461,-122.1752
52002,ELEC,META MPK63-04,155 Constitution Dr,Menlo Park,CA,94025,37.484623,-122.175261
52003,ELEC,META MPK63-01,155 Constitution Dr,Menlo Park,CA,94025,37.484584,-122.175082
52004,ELEC,GLENWOOD FORD 1,125 Storm King Rd,Glenwood Springs,CO,81601,39.563465,-107.36637
52005,ELEC,HSU G12-2,"1 Harpst St.,",Arcata,CA,95521,40.873283,-124.078902
52006,ELEC,HSU G12-1 ADA,1 Harpst St.,Arcata,CA,95521,40.873325,-124.078902
52007,ELEC,HSU G12-3,1 Harpst St.,Arcata,CA,95521,40.87324,-124.078893
52008,ELEC,HSU G12-4,1 Harpst St.,Arcata,CA,95521,40.873184,-124.078892
52009,ELEC,HSU G12-5,1 Harpst St.,Arcata,CA,95521,40.873133,-124.078878
52011,ELEC,EMICH VW STATION 2,350 S Santa Fe Dr,Denver,CO,80223,39.710285,-104.996259
52012,ELEC,EMICH VW STATION 1,350 S Santa Fe Dr,Denver,CO,80223,39.7103,-104.996227
52028,ELEC,Cinemark Tinseltown Colorado Springs,1545 E Cheyenne Mountain Blvd,Colorado Springs,CO,80906,38.790632,-104.798787
52033,ELEC,META MPK17-09,1 Hacker Way Building 17,Menlo Park,CA,94025,37.48496,-122.146428
52034,ELEC,ENTRANCE DCFAST HOG,4645 Morena Blvd,San Diego,CA,92117,32.822133,-117.226493
52035,ELEC,META MPK63-12,155 Constitution Dr,Menlo Park,CA,94025,37.484775,-122.175141
52036,ELEC,META MPK63-22,155 Constitution Dr,Menlo Park,CA,94025,37.48483,-122.175424
52037,ELEC,META MPK63-24,155 Constitution Dr,Menlo Park,CA,94025,37.484808,-122.175308
52038,ELEC,META MPK63-23,155 Constitution Dr,Menlo Park,CA,94025,37.484821,-122.175364
52039,ELEC,META MPK63-25,155 Constitution Dr,Menlo Park,CA,94025,37.484794,-122.175251
52040,ELEC,META MPK63-15,155 Constitution Dr,Menlo Park,CA,94025,37.484648,-122.17534
52041,ELEC,META MPK63-16,155 Constitution Dr,Menlo Park,CA,94025,37.484662,-122.175401
52042,ELEC,META MPK63-17,155 Constitution Dr,Menlo Park,CA,94025,37.484675,-122.175458
52043,ELEC,META MPK63-20 ADA,155 Constitution Dr,Menlo Park,CA,94025,37.484801,-122.175622
52044,ELEC,META MPK63-14,155 Constitution Dr,Menlo Park,CA,94025,37.484635,-122.175284
52045,ELEC,META MPK63-13,155 Constitution Dr,Menlo Park,CA,94025,37.484618,-122.17523
52046,ELEC,META MPK63-21 ADA,155 Constitution Dr,Menlo Park,CA,94025,37.484851,-122.175601
52047,ELEC,META MPK63-18,155 Constitution Dr,Menlo Park,CA,94025,37.484689,-122.175516
52050,ELEC,UNITED POWER KEENESBURG1,165 Market St,Keenesburg,CO,80643,40.11157,-104.52173
52051,ELEC,"The Outlet Collection ( Auburn, WA)",1101 Outlet Collection Way,Auburn,WA,98001,47.297707,-122.249112
52057,ELEC,TARGET CORP CORONA 2,2615 Tuscany St,Corona,CA,92881,33.826422,-117.515567
52062,ELEC,NOHO WEST L15C,6150 Laurel Canyon Blvd,Los Angeles,CA,91606,34.18111,-118.395164
52063,ELEC,NOHO WEST L15A,6030 Laurel Canyon Blvd,Los Angeles,CA,91606,34.180533,-118.39503
52064,ELEC,NOHO WEST L1E,6030 Laurel Canyon Blvd,Los Angeles,CA,91606,34.181038,-118.39528
52065,ELEC,NOHO WEST L1C,6150 Laurel Canyon Blvd,Los Angeles,CA,91606,34.181187,-118.39535
52066,ELEC,NOHO WEST L1D,6150 Laurel Canyon Blvd,Los Angeles,CA,91606,34.181126,-118.39528
52067,ELEC,NOHO WEST A2,6180 Laurel Canyon Blvd,Los Angeles,CA,91606,34.182608,-118.395519
52068,ELEC,NOHO WEST A1,6180 Laurel Canyon Blvd,Los Angeles,CA,91606,34.182381,-118.395661
52069,ELEC,NOHO WEST C1,6180 Laurel Canyon Blvd,Los Angeles,CA,91606,34.18186,-118.396047
52071,ELEC,META MPK62-12,105 Constitution Dr,Menlo Park,CA,94025,37.48552,-122.178361
52072,ELEC,META MPK62-11,105 Constitution Dr,Menlo Park,CA,94025,37.485477,-122.178256
52073,ELEC,META MPK62-10,105 Constitution Dr,Menlo Park,CA,94025,37.48549,-122.178314
52074,ELEC,META MPK62-08,105 Constitution Dr,Menlo Park,CA,94025,37.485525,-122.178483
52075,ELEC,META MPK62-09,105 Constitution Dr,Menlo Park,CA,94025,37.4855,-122.17837
52076,ELEC,META MPK62-07,105 Constitution Dr,Menlo Park,CA,94025,37.485539,-122.178538
52077,ELEC,META MPK62-06,105 Constitution Dr,Menlo Park,CA,94025,37.485378,-122.178566
52078,ELEC,META MPK62-05,105 Constitution Dr,Menlo Park,CA,94025,37.485368,-122.178511
52079,ELEC,META MPK62-04,105 Constitution Dr,Menlo Park,CA,94025,37.485353,-122.178453
52080,ELEC,META MPK62-03,105 Constitution Dr,Menlo Park,CA,94025,37.485342,-122.178396
52081,ELEC,META MPK62-01,105 Constitution Dr,Menlo Park,CA,94025,37.485316,-122.178284
52082,ELEC,META MPK62-02,105 Constitution Dr,Menlo Park,CA,94025,37.485328,-122.178339
52083,ELEC,META MPK62-25,105 Constitution Dr,Menlo Park,CA,94025,37.48545,-122.178114
52084,ELEC,META MPK62-22,105 Constitution Dr,Menlo Park,CA,94025,37.485483,-122.178284
52085,ELEC,META MPK62-24,105 Constitution Dr,Menlo Park,CA,94025,37.485454,-122.178173
52086,ELEC,META MPK62-23,105 Constitution Dr,Menlo Park,CA,94025,37.485471,-122.178228
52087,ELEC,META MPK62-21,105 Constitution Dr,Menlo Park,CA,94025,37.48535,-122.178424
52088,ELEC,META MPK62-20,105 Constitution Dr,Menlo Park,CA,94025,37.485336,-122.178367
52089,ELEC,META MPK62-19,105 Constitution Dr,Menlo Park,CA,94025,37.485326,-122.178319
52090,ELEC,META MPK62-18,105 Constitution Dr,Menlo Park,CA,94025,37.485316,-122.178257
52091,ELEC,META MPK62-16,105 Constitution Dr,Menlo Park,CA,94025,37.485287,-122.178141
52092,ELEC,META MPK62-17,105 Constitution Dr,Menlo Park,CA,94025,37.485302,-122.178198
52093,ELEC,META MPK62-13 ADA,105 Constitution Dr,Menlo Park,CA,94025,37.48539,-122.177928
52094,ELEC,META MPK62-15 ADA,105 Constitution Dr,Menlo Park,CA,94025,37.485279,-122.178109
52095,ELEC,META MPK62-14 ADA,105 Constitution Dr,Menlo Park,CA,94025,37.485331,-122.177946
52096,ELEC,SANTA MONICA  CITY HALL NORTH,1685 Main St,Santa Monica,CA,90401,34.011574,-118.491353
52097,ELEC,KSS 13480 03,13480 Evening Creek Dr N,San Diego,CA,92128,32.962406,-117.095238
52098,ELEC,KSS 13480 04,13480 Evening Creek Dr N,San Diego,CA,92128,32.962433,-117.095212
52100,ELEC,HCP SAN DIEGO 4921DIRECTORS 1,4921 Directors Pl,San Diego,CA,92121,32.894404,-117.210176
52103,ELEC,FIS SEBASTOPOL FIS 1,1101 Gravenstein Hwy S,Sebastopol,CA,95472,38.388878,-122.813729
52104,ELEC,FIS SEBASTOPOL FIS 2,1101 Gravenstein Highway S,Sebastopol,CA,95472,38.388938,-122.81377
52110,ELEC,MARKET PARK STATION 1,1411 Berryessa Rd,San Jose,CA,95133,37.368876,-121.881024
52111,ELEC,MARKET PARK STATION 2,1411 Berryessa Rd,San Jose,CA,95133,37.368909,-121.881108
52112,ELEC,MARKET PARK STATION 3,1411 Berryessa Rd,San Jose,CA,95133,37.368936,-121.881198
52113,ELEC,MARKET PARK STATION 4,1455 Berryessa Rd,San Jose,CA,95133,37.36907,-121.880404
52114,ELEC,MARKET PARK STATION 5,1455 Berryessa Rd,San Jose,CA,95133,37.369094,-121.880466
52115,ELEC,MARKET PARK STATION 6,1455 Berryessa Rd,San Jose,CA,95133,37.369119,-121.880522
52116,ELEC,MARKET PARK STATION 7,1455 Berryessa Rd,San Jose,CA,95133,37.369147,-121.880592
52117,ELEC,MARKET PARK STATION 8,1455 Berryessa Rd,San Jose,CA,95133,37.369183,-121.880659
52118,ELEC,MARKET PARK STATION 9,1455 Berryessa Rd,San Jose,CA,95133,37.369049,-121.880696
52119,ELEC,MARKET PARK STATION 10,1455 Berryessa Rd,San Jose,CA,95133,37.369025,-121.880643
52120,ELEC,MARKET PARK STATION 11,1455 Berryessa Rd,San Jose,CA,95133,37.369,-121.880586
52121,ELEC,MARKET PARK STATION 12,1477 Berryessa Rd,San Jose,CA,95133,37.369296,-121.880603
52122,ELEC,MARKET PARK STATION 13,1477 Berryessa Rd,San Jose,CA,95133,37.369328,-121.880675
52124,ELEC,GRAHAM STATION 4,1455 McCandless Dr,Milpitas,CA,95035,37.410442,-121.90052
52125,ELEC,GRAHAM STATION 3,1455 McCandless Dr,Milpitas,CA,95035,37.41063,-121.900536
52126,ELEC,GRAHAM STATION 2,1475 McCandless Dr,Milpitas,CA,95035,37.41065,-121.90054
52127,ELEC,Facebook Creative Offices,8500 Balboa Blvd,Northridge,CA,91329,34.22532,-118.49884
52128,ELEC,Test Site - BTCPower End of Line Testing,1719 S Grand Ave,Santa Ana,CA,92705,33.724703,-117.850291
52170,ELEC,CITY OF NAPA MAIN & PEARL,1181-1199 Main St,Napa,CA,94559,38.300431,-122.28665
52171,ELEC,STANFORD CD GATEWAY #3,742 Campus Drive,Stanford,CA,94305,37.425521,-122.159806
52175,ELEC,HCP SAN DIEGO 4921DIRECTORS 2,4921 Directors Pl,San Diego,CA,92121,32.894384,-117.210112
52177,ELEC,MURRAYCITY PARKCNTR-EVC-2,202 E Murray Park Ave,Murray,UT,84107,40.659576,-111.88405
52178,ELEC,GRAHAM STATION 5,1455 McCandless Dr,Milpitas,CA,95035,37.41057,-121.90012
52179,ELEC,GRAHAM STATION 6,1455 McCandless Dr,Milpitas,CA,95035,37.410515,-121.90012
52180,ELEC,GRAHAM STATION 8,1455 McCandless Dr,Milpitas,CA,95035,37.41041,-121.900116
52181,ELEC,GRAHAM STATION 7,1455 McCandless Dr,Milpitas,CA,95035,37.410477,-121.900116
52184,ELEC,GRAHAM STATION 1,1455 McCandless Dr,Milpitas,CA,95035,37.4107,-121.90055
52185,ELEC,Palos Verdes Library District,701 Silver Spur Road,Rolling Hills Estates,CA,90274,33.770756,-118.370691
52195,ELEC,PIEDMONT WEST STATION 2,5471 E Beaver Creek Blvd,Avon,CO,81620,39.627444,-106.504186
52196,ELEC,PIEDMONT WEST STATION 3,5471 E Beaver Creek Blvd,Avon,CO,81620,39.628278,-106.504465
52244,ELEC,Stockton Blvd - Elk Grove CA,8830 E. Stockton Blvd.,Elk Grove,CA,95624,38.436895,-121.397472
52245,ELEC,"Kroger King Soopers 129 (Erie, CO)",1891 State Hwy 7,Erie,CO,80516,40.00247,-105.01135
52250,ELEC,Transwestern,8181 E Tufts Ave,Denver,CO,80237,39.633779,-104.894255
52254,ELEC,CLARENDON SPACE 58,22131 Clarendon St,Los Angeles,CA,91367,34.170339,-118.608082
52260,ELEC,WIND CREST WIND CREST,2925 Summer Wind Ln,Littleton,CO,80129,39.560253,-105.02505
52269,ELEC,"Macerich Flatiron Crossing (Broomfield, CO)",1 West Flatiron Crossing Dr,Broomfield,CO,80021,39.932429,-105.135505
52272,ELEC,Kum & Go #650 - Tesla Supercharger,17970 Knollwood Drive,Monument,CO,80132,39.09231906,-104.8526079
52273,ELEC,"Bell, CA - 4416 Gage Avenue - Tesla Supercharger",4416 Gage Avenue,Bell,CA,92345,33.977786,-118.188596
52283,ELEC,Windward Mall - Parking Garage,46-056 Kamehameha Highway,Kaneohe,HI,96744,21.4192,-157.80596
52284,ELEC,Carl's Jr - Euclid,222 N. Euclid,Fullerton,CA,92832,33.871791,-117.941801
52285,ELEC,Eugene Water & Electric Board - ROC,4200 Roosevelt Boulevard,Eugene,OR,97402,44.063351752885,-123.17095014114
52290,ELEC,AHBD ADVENTIST 9,1609 28th St,Bakersfield,CA,93301,35.384704,-119.020896
52291,ELEC,2814PATTERSON STATION 1,Patterson Road west of 28 ¼ Road,Grand Junction,CO,81506,39.092135,-108.530665
52292,ELEC,2814PATTERSON STATION 2,603 28 1/4 Rd,Grand Junction,CO,81506,39.092205,-108.530581
52294,ELEC,7-ELEVEN 32262 TRACY DC4,2360 W Grant Line Rd,Tracy,CA,95377,37.753331,-121.459702
52295,ELEC,7-ELEVEN 32262 TRACY DC1,2360 W Grant Line Rd,Tracy,CA,95377,37.753335,-121.459573
52296,ELEC,7-ELEVEN 32262 TRACY DC3,2360 W Grant Line Rd,Tracy,CA,95377,37.753336,-121.459655
52297,ELEC,7-ELEVEN 32262 TRACY DC2,2360 W Grant Line Rd,Tracy,CA,95377,37.753331,-121.459608
52301,ELEC,STORE STORE,50711 OR-62,Fort Klamath,OR,97626,42.684988,-121.973057
52305,ELEC,FACILITIES MGMT AUBURN JUSTICE,2929 Richardson Dr,Auburn,CA,95603,38.937444,-121.108055
52311,ELEC,Torrey Point B,3420 Carmel Mountain Road,San Diego,CA,92121,32.9195366,-117.23808
52313,ELEC,CBRE 180 KIMBALL 2,180 Kimball Way,South San Francisco,CA,94080,37.65074,-122.393216
52326,ELEC,IRVINE  CO  OFC BTP 4CROMWELL 2,4 Cromwell,Irvine,CA,92618,33.652619,-117.706583
52334,ELEC,University of Oregon - Student Rec Center,1320 E 15th Ave,Eugene,OR,97403,44.043117,-123.073462
52335,ELEC,University of Oregon - Global Scholars Hall,Moss St,Eugene,OR,97403,44.042192,-123.066417
52336,ELEC,University of Oregon - Transportation Services,1401 Walnut St,Eugene,OR,97403,44.04393,-123.060519
52340,ELEC,Salinas Hampton,523 Work Street,Salinas,CA,93901,36.670462,-121.6408133
52348,ELEC,MSM GARAGE LEVEL2 2,2930 Colorado Ave,Santa Monica,CA,90404,34.032177,-118.466515
52349,ELEC,MSM GARAGE LEVEL1 3,2930 Colorado Ave,Santa Monica,CA,90404,34.032078,-118.466446
52350,ELEC,MSM GARAGE LEVEL2 1,2930 Colorado Ave,Santa Monica,CA,90404,34.032063,-118.46645
52351,ELEC,MSM GARAGE LEVEL2 3,2930 Colorado Ave,Santa Monica,CA,90404,34.032337,-118.46659
52352,ELEC,MSM GARAGE LEVEL1 4,2930 Colorado Ave,Santa Monica,CA,90404,34.03224,-118.46659
52353,ELEC,MSM GARAGE LEVEL1 2,2930 Colorado Ave,Santa Monica,CA,90404,34.032055,-118.46637
52362,ELEC,"Walgreens - Denver, CO #1769",2000 E Colfax,Denver,CO,80206,39.7398648,-104.9630232
52363,ELEC,"Walgreens - Denver, CO #11101",7190 E Hampden Ave,Denver,CO,80224,39.652644,-104.905078
52364,ELEC,Palomar MOB 2,2130 Citracado Parkway,Escondido,CA,92029,33.119762,-117.11961
52388,ELEC,Farm's House Restaurant,6261 Joshua Palmer Way,Banning,CA,92220,33.928077,-116.945267
52390,ELEC,City of American Canyon,4381 Broadway,American Canyon,CA,94503,38.184195,-122.255879
52392,ELEC,Colorado School of Mines,1750 Jackson St,Golden,CO,80401,39.751247,-105.216445
52394,ELEC,Los Angeles Fine Arts & Wine Storage,2290 S Centinela Ave,Los Angeles,CA,90064,34.029426,-118.455113
52396,ELEC,Russell Hall Apartments,1414 NE 42nd Street,Seattle,WA,98105,47.658557,-122.312143
52398,ELEC,Santana Row - Santana Heights Garage,377 Santana Row,San Jose,CA,95128,37.319885,-121.948535
52399,ELEC,McDonald's #38555,2090 SE Cypress Street,Hillsboro,OR,97123,45.506773,-122.960725
52401,ELEC,Claremont McKenna College - Bauer Center,500 East 9th Street,Claremont,CA,91711,34.102389,-117.706079
52406,ELEC,10960 Wilshire Office Building,10960 Wilshire Boulevard,Los Angeles,CA,90024,34.057525,-118.446647
52408,ELEC,NOHO WEST L4I,6130 laurel canyon Blvd,Los Angeles,CA,91606,34.180103,-118.39458
52409,ELEC,NOHO WEST L3M,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.18012,-118.39455
52410,ELEC,NOHO WEST L3L,6130 laurel canyon Blvd,Los Angeles,CA,91606,34.180126,-118.39461
52411,ELEC,NOHO WEST L3H,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.180347,-118.39477
52412,ELEC,NOHO WEST L3J,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.180264,-118.39475
52413,ELEC,NOHO WEST L3G,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.181377,-118.39552
52414,ELEC,NOHO WEST L3F,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.181335,-118.39413
52415,ELEC,NOHO WEST L3E,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.18187,-118.39562
52416,ELEC,NOHO WEST L4E,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.18164,-118.395836
52417,ELEC,NOHO WEST L4D,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.181793,-118.395744
52418,ELEC,NOHO WEST L4C,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.1818,-118.395546
52419,ELEC,NOHO WEST L4B,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.181698,-118.39588
52420,ELEC,NOHO WEST L4A,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.181683,-118.39591
52425,ELEC,ALOHA AINA ALOHA AINA,810 Kokomo Rd,Haiku-Pauwela,HI,96708,20.914308,-156.323291
52431,ELEC,EVSLCC SCC 2,1575 State St,Salt Lake City,UT,84115,40.735821,-111.886947
52432,ELEC,EVSLCC SCC 3,1575 State St,Salt Lake City,UT,84115,40.735591,-111.887173
52435,ELEC,AKT PROPERTIES C STREET EV 1,3301 C Street,Sacramento,CA,95816,38.581387,-121.453141
52436,ELEC,AKT PROPERTIES C STREET EV 2,3301 C Street,Sacramento,CA,95816,38.580745,-121.454417
52437,ELEC,AKT PROPERTIES C STREET EV 3,3301 C street,Sacramento,CA,95816,38.580729,-121.454459
52440,ELEC,IRVINE COMPANY STA CLRA SQ 1,2732 Augustine Dr,Santa Clara,CA,95054,37.3814,-121.976006
52441,ELEC,IRVINE COMPANY STA CLRA SQ 02,2772 Augustine Dr,Santa Clara,CA,95054,37.381366,-121.97601
52442,ELEC,SCI CHARGERS EAST G VALET 2,11101 W Charleston Blvd,Las Vegas,NV,89135,36.15634,-115.33488
52443,ELEC,FACILITIES MGMT CDRC SINGLE,3091 County Center Dr,Auburn,CA,95603,38.940994,-121.1073
52453,ELEC,CALPINE GEYSERS CALPINE VC 1,15500 Central Park Rd,Middletown,CA,95461,38.745302,-122.622273
52454,ELEC,PACIFIC CANNERY STATION 147-148,1201 Pine St,Oakland,CA,94607,37.812731,-122.300769
52456,ELEC,NORTHERN WATER NW CHARGER #1,424 E Co Rd 10,Berthoud,CO,80513,40.321774,-105.075259
52457,ELEC,SCI CHARGERS WEST G CHAIR 2,11011 W. Charleston Blvd,Las Vegas,NV,89135,36.156686,-115.335225
52458,ELEC,SCI CHARGERS WEST G CHAIR 1,11011 W. Charleston Blvd,Las Vegas,NV,89135,36.156773,-115.334839
52459,ELEC,SCI CHARGERS RR WEST G PUB 2,11101 W Charleston Blvd,Las Vegas,NV,89135,36.156483,-115.334836
52460,ELEC,SCI CHARGERS WEST G PUB 1,11101 W Charleston Blvd,Las Vegas,NV,89135,36.156418,-115.33478
52461,ELEC,SCI CHARGERS WEST G VALET 2,11101 W Charleston Blvd,Las Vegas,NV,89135,36.15652,-115.33478
52462,ELEC,SCI CHARGERS WEST G VALET 1,11101 W Charleston Blvd,Las Vegas,NV,89135,36.15619,-115.33503
52463,ELEC,SCI CHARGERS EAST G PUB 2,11011 W. Charleston Blvd,Las Vegas,NV,89135,36.156723,-115.33222
52464,ELEC,SCI CHARGERS EAST G PUB 1,11011 W. Charleston Blvd,Las Vegas,NV,89135,36.156322,-115.33226
52465,ELEC,SCI CHARGERS EAST G VALET 1,11011 W. Charleston Blvd,Las Vegas,NV,89135,36.156204,-115.33225
52466,ELEC,SCI CHARGERS EAST G CHAIR 1,11011 W. Charleston Blvd,Las Vegas,NV,89135,36.156247,-115.332241
52467,ELEC,SCI CHARGERS EAST G CHAIR 2,11011 W. Charleston Blvd,Las Vegas,NV,89135,36.15665,-115.33225
52480,CNG,GAIN Clean Fuel - Compton,435 E Weber Ave,Compton,CA,90222,33.921013,-118.221077
52482,ELEC,LINC SQUARE EXP LSS P2 98-99,424 104th Ave NE,Bellevue,WA,98004,47.614345,-122.200772
52491,ELEC,WASHOE HEALTH WASHOE COUNTY 1,1001 E 9th St,Reno,NV,89512,39.539358,-119.8006
52492,ELEC,WASHOE HEALTH WASHOE COUNTY 3,1001 E 9th St,Reno,NV,89512,39.539358,-119.800557
52493,ELEC,WASHOE HEALTH WASHOE COUNTY 2,1001 E 9th St,Reno,NV,89512,39.539358,-119.800567
52494,ELEC,FACILITIES MGMT CDRC DUAL,3091 County Center Dr,Auburn,CA,95603,38.940983,-121.10733
52495,ELEC,SCI CHARGERS GVR CAS VALET 1,2300 Paseo Verde Pkwy,Henderson,NV,89052,36.01995,-115.08952
52496,ELEC,SCI CHARGERS GVR CAS VALET 2,2300 Paseo Verde Pkwy,Henderson,NV,89052,36.020172,-115.089286
52499,ELEC,"Target T0300 (Mission Viejo, CA)",24500 Alicia Pkwy.,Mission Viejo,CA,92691,33.605701,-117.688867
52516,ELEC,SCI CHARGERS GARAGE PUB 2,4111 Boulder Highway,Las Vegas,NV,89121,36.135376,-115.084529
52517,ELEC,SCI CHARGERS GARAGE PUB 1,4111 Boulder Hwy,Las Vegas,NV,89121,36.133754,-115.084628
52518,ELEC,SCI CHARGERS SS GARAGE PUB 2,1301 W Sunset Rd,Henderson,NV,89014,36.061062,-115.040837
52519,ELEC,SCI CHARGERS SS GARAGE PUB 1,1301 W Sunset Rd,Henderson,NV,89014,36.061107,-115.04084
52520,ELEC,"Target T2359 (Los Banos, CA)",1405 W Pacheco Blvd,Los Banos,CA,93635,37.054767,-120.876476
52521,ELEC,"Target T1769 (Superior, CO)",400 Marshall Road,Superior,CO,80027,39.95541,-105.174018
52522,ELEC,"Fred Meyer 218 (Warrenton, OR)",695 S Highway 101,Warrenton,OR,97146,46.161889,-123.902145
52528,ELEC,SIERRA NEVADA BREWING DC FAST,1085 E 20th St,Chico,CA,95928,39.723841,-121.813824
52532,ELEC,PUBLIC STATIONS SOLAR PARKING,1075 E 20th St,Chico,CA,95928,39.724168,-121.815399
52534,ELEC,UNIV HOUSING K NUI STATION,3029 Lowrey Ave,Honolulu,HI,96822,21.308111,-157.80753
52536,ELEC,NOHO WEST L4J,130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.18001,-118.39452
52537,ELEC,NOHO WEST L4F,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.18028,-118.39473
52539,ELEC,SIEMENS ULTRA STATION #2,685 E Middlefield Rd,Mountain View,CA,94043,37.39321,-122.0518
52540,ELEC,SIEMENS ULTRA STATION #1,685 E Middlefield Rd,Mountain View,CA,94043,37.393174,-122.051764
52541,ELEC,UT MARKET JORDANVALLEY #2,3570 9000 S,West Jordan,UT,84088,40.5908,-111.974749
52545,ELEC,SAINT MARK'S SAINT MARKS,1245 10th Ave E,Seattle,WA,98102,47.63173,-122.32099
52546,ELEC,SCI CHARGERS PS GARAGE 2,2411 W Sahara Ave,Las Vegas,NV,89102,36.142205,-115.176026
52547,ELEC,SCI CHARGERS PS GARAGE 1,2411 W Sahara Ave,Las Vegas,NV,89102,36.142155,-115.175955
52557,ELEC,KUM &AMP; GO CRAIG DC2,700 E Victory Way,Craig,CO,81625,40.514086,-107.538897
52558,ELEC,KUM &AMP; GO CRAIG DC1,700 E Victory Way,Craig,CO,81625,40.51408,-107.5389
52561,ELEC,"Walmart 2075 (Bend, OR)",20120 SW Pinebrook Blvd,Bend,OR,97702,44.022561,-121.316745
52577,ELEC,Redlands Packing House District,420 Oriental Ave,Redlands,CA,92374,34.058746,-117.187628
52578,ELEC,San Pasqual Economic Development Corp,31267 Valley Center Rd,Valley Center,CA,92082,33.227963,-116.976294
52583,ELEC,The SW by CLG Apartment,11311 La Grange Ave,Los Angeles,CA,90025,34.04086,-118.444283
52584,ELEC,Tourney Road Investments,25350 Magic Mountain Pkwy,Santa Clarita,CA,91355,34.423027,-118.577808
52586,ELEC,Weinhard Hotel,235 E Main St,Dayton,WA,99328,46.32018,-117.97996
52590,ELEC,City of Aspen - Rio Grande Parking Plaza,427 Rio Grande Pl,Aspen,CO,81611,39.191258,-106.818009
52593,ELEC,CHARGEPOINT HQ 44,240 E Hacienda Ave,Campbell,CA,95008,37.26674,-121.956719
52597,ELEC,C&AMP;C HONOLUL SMITH BERETANIA,1170 Nuuanu Ave,Honolulu,HI,96817,21.312064,-157.860583
52598,ELEC,C&AMP;C HONOLUL CHINATOWN,1031 Nuuanu Ave,Honolulu,HI,96817,21.310525,-157.86217
52599,ELEC,RIDGWAYSCHOOLS RIDGWAY HS #2,1200 Green St,Ridgway,CO,81432,38.163369,-107.757522
52600,ELEC,RIDGWAYSCHOOLS RIDGWAY HS #1,1200 Green St,Ridgway,CO,81432,38.163385,-107.757493
52602,ELEC,SCI CHARGERS GVR 215 G P1,2300 Paseo Verde Parkway,Henderson,NV,89052,36.02195,-115.089257
52604,ELEC,SCI CHARGERS GVR PASEO G CH2,2300 Paseo Verde Pkwy,Henderson,NV,89052,36.019415,-115.090413
52605,ELEC,SCI CHARGERS GVR PASEO P1,2300 Paseo Verde Pkwy,Henderson,NV,89052,36.019471,-115.090323
52606,ELEC,SCI CHARGERS GVR PASEO G CH1,2300 Paseo Verde Pkwy,Henderson,NV,89052,36.01945,-115.090457
52607,ELEC,SCI CHARGERS GVR PASEO P2,2300 Paseo Verde Pkwy,Henderson,NV,89052,36.019421,-115.090292
52609,ELEC,SCI CHARGERS GVR 215 G P2,2300 Paseo Verde Pkwy,Henderson,NV,89052,36.02191,-115.089238
52612,ELEC,"Target T1846 - San Diego, CA",3424 College Ave.,San Diego,CA,92115,32.741453,-117.056558
52623,E85,Chevron,30801 Gateway Pl,San Juan Capistrano,CA,92675,33.52192539819339,-117.61925305159
52628,E85,Circle K,3260 Chino Ave,Chino Hills,CA,91709,34.011492,-117.735545
52634,ELEC,Kaiser Whittier,12470 Whittier Boulevard,Whittier,CA,90602,33.9706471,-118.0446352
